,Date,Year,Type,Country,Area,Location,Activity,Sex ,Age,Injury,Fatal (Y/N),Time,Species 
5181,04-Jul-1924,1924.0,Boating,USA,California,"Newport Beach, Orange County",Fishing,M,?    &   14,"No injury, shark tore hole in the side of the boat",N,,
5182,18-Jun-1924,1924.0,Provoked,USA,Florida,"Bayboro, Pinellas County",Removing shark from a net,M,,Netted shark made a5-inch incision above the knee PROVOKED INCIDENT,N,Evening,
5207,Feb-1923,1923.0,Unprovoked,USA,Puerto Rico,San Juan,Swimming ,M,25,"Right calf, right side of abdomen & left wrist & hand bitten",N,,
5211,1923,1923.0,Boating,USA,New Jersey,"Sea Bright, Monmouth County",Fishing,M,,No injury to occupant Shark struck boat,N,,
5213,1923,1923.0,Provoked,USA,New Jersey,Ocean City (offshore),Hoisting shark aboard fishing boat,M,,Shark's tail broke his leg. PROVOKED INCIDENT,N,,
5214,1923,1922.0,Provoked,USA,New Jersey,Ocean City (offshore),Hoisting shark aboard fishing boat,M,,Shark's tail broke his leg. PROVOKED INCIDENT,N,,
5215,14-Dec-1922,1922.0,Unprovoked,USA,Puerto Rico,San Juan,Bathing,F,,"FATAL, hip & thigh bitten with  tissue removed, including bone ",Y,,
5219,28-Sep-1922,1922.0,Unprovoked,USA,Hawaii,"Keawanui, Kamalo, Moloka'i","Freediving, inspecting Kaunakakai wharf construction after blasting & dredging ",M,,Survived,N,,
5221,Reported 21-Sep-1922,1922.0,Boating,USA,Massachusetts,Nahant,Fishing,,,"No injury to occupants, shark splintered stern",N,,"""A pack of 6 sharks"""
5222,19-Jul-1922,1922.0,Unprovoked,USA,Florida,"Pablo Beach, Jacksonville, Duval County",,M,,Leg bitten,N,,
5223,17-Jun-1922,1922.0,Unprovoked,USA,Florida,"Municipal Pier, St. Petersburg, Tampa bay",Floating,F,18,"FATAL, thigh bitten",Y,,1.8 m [6'] shark
5251,14-Jul-1920,1920.0,Invalid,USA,New York,"Woodcliff Channel, Freeport, Long Island",Swimming ,M,30,Thought to have been taken by a shark. Body was not recovered,Unknown,,Questionable
5253,29-Jun-1920,1920.0,Unprovoked,USA,Florida,"Englewood Beach, Charlotte County",Swimming ,M,13,Knee & thigh bitten,N,18h30,
5267,10-Aug-1919,1919.0,Unprovoked,USA,Florida,"Gadsden Point, Tampa Bay",Swimming,M,,Laceration to left thigh,N,Afternoon,
5268,29-May-1919,1919.0,Unprovoked,USA,South Carolina,"James Island Sound, Charleston","""Swimming vigorously""",M,,Left foot bitten & abraded,N,12h00,
5269,06-Apr-1919,1919.0,Unprovoked,USA,Florida,"Florida Keys 25ºN,82ºW",Knocked into the water,M,,FATAL,Y,,"3.7 m [12'], 1200-lb shark. Shark caught & its jaw exhibited at the Carnegie Museum"
5276,1919,1919.0,Unprovoked,USA,Florida,"Near Panama City, Bay County",Swimming,F,,Leg severed,N,,
5277,Nov-1918,1918.0,Unprovoked,USA,Hawaii,Papaikou plantation ,Fishing,M,,FATAL,Y,,
5284,21-Sep-1917,1917.0,Unprovoked,USA,New Jersey,"Sea Bright, Monmouth County","Swimming, towing an empty barrel",M,,Left knee lacerated,N,,
5285,09-Sep-1917,1917.0,Provoked,USA,Hawaii,"Nanakuli, Oahu",Stuffing a shark into an automobile,M,,Arm severely lacerated by shark that had been hooked and shot PROVOKED INCIDENT,N,,12' shark
5287,18-Jul-1917,1917.0,Unprovoked,USA,Florida,Florida Keys ,Diving,M,,FATAL,Y,Afternoon,
5289,03-Jun-1917,1917.0,Unprovoked,USA,South Carolina,Calibogue Sound,Swimming beside launch,M,,Right arm bitten,N,P.M.,
5299,11-Oct-1916,1916.0,Provoked,USA,Florida,"Sewells Point, near Palm Beach","Fishing, attempted to take a netted shark",M,,"FATAL, leg severely bitten, surgically amputated PROVOKED INCIDENT",Y,,
5300, 24-Aug-1916,1916.0,Unprovoked,USA,Louisiana,Grand Lake,Netting shrimp,M,,Lower left leg severely bitten & became septic. Not known if he survived,N,,
5301,26-Jul-1916,1916.0,Unprovoked,USA,North Carolina,"Atlantic, near New Bern, Craven County",Fishing,M,,Arm severely lacerated,N,,
5302,13-Jul-1916,1916.0,Invalid,USA,New York,"Sheepshead Bay, Brooklyn",Swimming,F,,"No attack,  no injury",Unknown,10h00,
5303,13-Jul-1916,1916.0,Unprovoked,USA,New York,"Sheepshead Bay, Brooklyn",Swimming,M,,Ankle bruised,N,,
5304,12-Jul-1916,1916.0,Unprovoked,USA,New Jersey,"In Matawan Creek, off NJ Clay Company brickyards at Cliffwood, Monmouth County, 9.5 miles from the sea, Monmouth County",Swimming,M,12,"Lower left leg bitten, surgically amputated",N,,Said to involve a 2.7 m [9'] shark
5305,12-Jul-1916,1916.0,Unprovoked,USA,New Jersey,"Matawan Creek, 10 miles from the sea, Monmouth County",Swimming (recovering remains of Stilwell) ,M,24,"FATAL, thigh bitten ",Y,,3 m [10'] shark
5306,12-Jul-1916,1916.0,Unprovoked,USA,New Jersey,"Matawan Creek, 10 miles from the sea, Monmouth County",Swimming,M,10,"FATAL, legs & torso bitten ",Y,A.M.,
5310,06-Jul-1916,1916.0,Unprovoked,USA,New Jersey,"Spring Lake, Monmouth County",Swimming,M,,FATAL,Y,Afternoon,Thought to involve a 2.6 m [8.5'] white shark
5311,01-Jul-1916,1916.0,Unprovoked,USA,New Jersey,"Beach Haven, Ocean County",Swimming,M,24,"FATAL, left leg bitten",Y,17h00,Thought to involve a 2.6 m [8.5'] white shark
5312,30-Jun-1916,1916.0,Unprovoked,USA,New Jersey,"Atlantic City, Atlantic County",Swimming,M,10 or 12,Heel bitten,N,,
5314,23-Jun-1916,1916.0,Provoked,USA,Florida,,,M,26,Leg bitten by shark hooked shark PROVOKED INCIDENT,N,,
5321,03-Aug-1915,1915.0,Unprovoked,USA,Florida,"St. Augustine, St Johns County",,M,,Laceration to left leg,N,,
5329,Ca. 1915,1915.0,Invalid,USA,Florida,"Soldier Key, Miami-Dade County",,M,,"Fatal, drowning or scavenging",Unknown,,"Reported to involve a 3.7 m [12'] shark, possibly a white shark"
5333,09-Sep-1914,1914.0,Unprovoked,USA,Louisiana,Lake Pontchartrain,Swimming,M,17,FATAL,Y,,
5335,Reported 09-Jul-1914,1914.0,Provoked,USA,Louisiana,New Orleans,Fishing,M,,PROVOKED INCIDENT    Legs severed by shark entangled in his net,N,,
5340,14-May-1914,1914.0,Provoked,USA,Florida,"Boca Ciega Bay, Pinellas County",Fishing,F,,PROVOKED INCIDENT Lacerations to right hand by hooked shark,N,Afternoon,3' shark
5341,Reported 14-Mar-1914,1914.0,Invalid,USA,Florida,"St. Augustine, St Johns County",Swimming,M,,His remains were recovered from a shark 3 years after his disappearance - Probable drowning / scavenging,Unknown,,Shark involvement prior to death unconfirmed
5343,03-Mar-1914,1914.0,Unprovoked,USA,Hawaii,"Honomu, Hawai'i",Washed into sea while picking opihi & attacked by 2 large sharks ,M,,FATAL,Y,,
5348,Reported 30-Dec-1913,1913.0,Provoked,USA,Florida,"Palm Beach, Palm Beach County",Fishing for mackerel,,,No injury to occupants but hull splintered by harpooned shark PROVOKED INCIDENT,N,,13' shark
5352,21-Sep-1913,1913.0,Unprovoked,USA,Florida,"West Palm Beach, Palm Beach County",,M,,Major injuries but survived,N,,Said to involve a 2.4 m [8'] hammerhead shark
5354,Reported 27-Aug-1913,1913.0,Invalid,USA,New Jersey,"Lavalette, Ocean County",,M,,Man's leg recovered from 800-lb shark,Unknown,,Shark involvement prior to death unconfirmed
5355,Reported 27-Aug-1913,1913.0,Invalid,USA,New Jersey,"Spring Lake, Monmouth County",,F,,Female foot recovered from shark,Unknown,,Shark involvement prior to death unconfirmed
5357,12-July-1913,1913.0,Unprovoked,USA,South Carolina,Charleston,,M,,FATAL,Y,,
5359,21-May-1913,1913.0,Provoked,USA,Florida,"John's Pass, Pinellas County",Fishing,M,,"Forefinger of right hand bitten by a ""dead"" shark PROVOKED INCIDENT",N,,
5367,30-Aug-1912,1912.0,Unprovoked,USA,Georgia,"Tybee Island, Chatham County",Swimming,M,12,FATAL,Y,,
5368,23-Jul-1912,1912.0,Unprovoked,USA,South Carolina,Sullivan's Island,Swimming,M,,Toes severed,N,Afternoon,8' shark
5380,08-Nov-1911,1911.0,Invalid,USA,Florida,"Pensacola Bay, Escambia County",,M,,"Cause of death undetermined. 3.6 m [11'9""] shark seen carrying body. Next day, shark was killed & Antoine's entire body was found in its gut.",Unknown,,Shark involvement prior to death unconfirmed
5381,26-Oct-1911,1911.0,Unprovoked,USA,South Carolina,Off Charleston,Fell overboard from steamship Rio Grande,M,,FATAL,Y,,
5383,23-Sep-1911,1911.0,Unprovoked,USA,Texas,Galveston Ship Channel,Jumped overboard to rescue companion,M,,FATAL,Y,Early morning,
5384,20-Sep-1911,1911.0,Unprovoked,USA,Florida,"Pensacola Bay, Escambia County",Fell overboard & swimming,M,,FATAL,Y,,
5385,17-Sep-1911,1911.0,Unprovoked,USA,Florida,"Pablo Beach, Jacksonville, Duval County",Bathing,M,,Left arm & thigh bitten,N,,
5387,Reported 16-Jul-1911,1911.0,Provoked,USA,Delaware,Delaware Lightship,Fishing,M,,"Hooked shark bit his leg, knee to ankle PROVOKED INCIDENT",N,,
5389,Reported 01-May-1911,1911.0,Provoked,USA,Texas,"Rockport, Aransas County",Fishing,M,,Bitten on left leg by hooked shark PROVOKED INCIDENT,N,,5' shark
5394,1911,1911.0,Unprovoked,USA,Texas,"Texas City, Galveston",Swimming,M,,Minor injury to feet,N,,
5402,Reported 16-May-1910,1910.0,Invalid,USA,Alabama,"Off Fort Gaines, Dauphin Island, Mobile County","Unknown, their unoccupied yawlboat was recovered",M,,Presumed drowned & bodies taken by sharks,Unknown,,Shark involvement prior to death unconfirmed
5405,Mar-1910,1910.0,Invalid,USA,Hawaii,"Pearl Harbor, O'ahu","Hard hat diving, laying some charge of powder",M,,No injury,Unknown,,Invalid
5408,1910,1910.0,Invalid,USA,Hawaii,"Hilo, Hawai'i","Fishing, thrown into water by heavy sea, clinging to rocks at the water line",M,,"Body bitten by shark/s, but death may have been due to drowning",Unknown,,Shark involvement prior to death unconfirmed
5410,Reported 26-Nov-1909,1909.0,Unprovoked,USA,Florida,"16 miles north of Fort Pierce Inlet, Indian River County ",,M,,Severe lacerations to arm,N,,
5414,Reported 04-Sep-1909,1909.0,Provoked,USA,Delaware,"Lewes, Sussex County",Seine netting,M,,Abrasion to leg from netted shark PROVOKED INCIDENT,N,,5' shark
5415,13-Aug-1909,1909.0,Unprovoked,USA,Florida,"Pensacola Bay, Escambia County",Fell overboard from fishing schooner Halycon,M,,FATAL,Y,,
5416,24-Jul-1909,1909.0,Unprovoked,USA,New York,Rockaway,Fell overboard while fishing for sharks,M,,Right leg bitten,N,Afternoon,
5417,15-Jul-1909,1909.0,Unprovoked,USA,Florida,"Panama City, Bay County",Swimming,M,16,Hip & thigh lacerated,N,,
5422,10-Apr-1909,1909.0,Invalid,USA,Hawaii,"Pa'uwela, Maui",Reported swept away by waves while gathering opihi,F,19, Search party saw a large shark devour what appeared to be part of her body,Unknown,,Questionable
5431,05-Sep-1908,1908.0,Unprovoked,USA,California,"Redondo, Los Angeles County",On fishing boat & trailing hand in the water,M,,Lacerations to fingers,N,,
5436,08-Jun-1908,1908.0,Sea Disaster,USA,Georgia,,The British steamer Caribbee foundered,M,,FATAL,Y,,
5439,10-May-1908,1908.0,Invalid,USA,Florida," Marathon, Monroe County",,M,,"FATAL, but shark involvement prior to death was not confirmed",Unknown,,Questionable
5440,08-Jan-1908,1908.0,Unprovoked,USA,Hawaii,"Mana, Kaua'i",Gathering fish stunned by dynamite,M,,"FATAL, ""pulled below the surface'  ",Y,,
5447,08-Oct-1907,1907.0,Unprovoked,USA,Hawaii," Kalepolepo, Kihei, Maui","Diving, retrieving fish caught in net ",M,,"Arm severed at elbow,  surgically amputated at shoulder ",N,09h00,
5452,Reported 08-Aug-1907,1907.0,Unprovoked,USA,New Jersey,Lower Delaware Bay,Wading,M,,Abrasion to chest,N,,
5455,Jul-1907,1907.0,Unprovoked,USA,South Carolina,Small creek near Coles Island,Floating in creek,M,,Slight injuries to left knee & calf ,N,,1.5 m [5'] shark
5457,26-Mar-1907,1907.0,Unprovoked,USA,Florida,"Garden Key, Charlotte County","Fishing,  tarpon being chased by shark  leapt across his skiff, breaking it in half & Larkin became tangled in the net",M,,"FATAL, shark bit his side, nearly cutting him in two  ",Y,,
5463,1907,1907.0,Unprovoked,USA,Hawaii,"Pepe'ekeo, Honomu, Hawai'i","Net fishing, fell into the water",M,,FATAL,Y,,
5465,Reported 10-Oct-1906,1906.0,Unprovoked,USA,Hawaii,,,M,,Buttock bitten,N,,
5466,Reported 10-Oct-1906,1906.0,Unprovoked,USA,Hawaii,,Swimming,M,,FATAL,Y,,
5467,Reported 10-Oct-1906,1906.0,Unprovoked,USA,Hawaii,,Diving,M,,Arm severed,N,,
5468,Reported 10-Oct-1906,1906.0,Unprovoked,USA,Hawaii,,Swimming,M,,FATAL,Y,,
5472,Sep-1906,1906.0,Provoked,USA,California,"Avalon, Los Angeles County",Fishing,M,,PROVOKED INCIDENT        No injury; shirt torn by gaffed shark,N,,"Shortfin mako shark, 175-lb "
5474,04-Aug-1906,1906.0,Unprovoked,USA,Maryland,"Tangier Sound, Somerset County",Fell overboard,M,,FATAL,Y,,Remains recovered 5 days later
5475,Reported 05-Jul-1906,1906.0,Unprovoked,USA,Mississippi,"Bay St. Louis, Hancock County",Swimming,M,,FATAL,Y,,Fishermen recovered partial remains from shark a week later
5488,Reported 06-Sep-1905,1905.0,Provoked,USA,Florida,"Fort Pierce, St Lucie County",Fishing,M,,Lacerations to leg from hooked shark PROVOKED INCIDENT,N,,
5490,Late Aug-1905,1905.0,Unprovoked,USA,New Jersey,"Atlantic City, Atlantic County",Swimming from naptha launch after a day of fishing,M,,3 toes of right foot were severed,N,,
5492,29-Jul-1905,1905.0,Unprovoked,USA,North Carolina,"Davis Shore, east of Beaufor, Carteret Countyt",Wading,M,16,Body not recovered FATAL,Y,Afternoon,
5495,Jul-1905,1905.0,Unprovoked,USA,North Carolina,"Ocracoke, Hyde County",Fishing,M,,FATAL,Y,,
5496,22-May-1905,1905.0,Unprovoked,USA,Florida,"Pablo Beach, Jacksonville, Duval County",Swimming,M,,Lacerations to back & right leg,N,,
5502,1905,1905.0,Boating,USA,North Carolina,"Cape Lookout, Carteret County",Harpooning turtles,,,"No injury, shark bumped skiff",N,,20' shark
5507,28-Jul-1904,1904.0,Unprovoked,USA,New Jersey,"Shrewsbury River,  Monmouth County",Sailing,M,,No injury,N,,
5508,27-Jul-1904,1904.0,Unprovoked,USA,Texas,,Swimming,M,,"FATAL, body not recovered",Y,,
5514,1904,1904.0,Invalid,USA,,,Diving on a wreck,M,,Leg bitten,Unknown,,Questionable
5516,1904,1904.0,Unprovoked,USA,Hawaii,"Off Diamond Head, Honolulu, O'ahu",Swimming,M,,"FATAL, disappeared, then shark caught with head and body of man, from waist down minus leg, in its gut",Y,,
5518,Reported 16-Sep-1903,1903.0,Unprovoked,USA,New Jersey,"Atlantic City, Atlantic County",Fishing,M,,Lacerations to right arm & shoulder,N,,9' shark
5526,Ca. 1903,1903.0,Unprovoked,USA,Hawaii,"Koko Head, south side of O'ahu Island",Fishing,M,,"FATAL, remains (foot) recovered from shark 2 days later",Y,,
5529,Reported 01-Nov-1902,1902.0,Unprovoked,USA,Texas,"Near Port Lavaca, Calhoun County",Fishing,M,,Severe laceration to hand,N,,
5532,08-Aug-1902,1902.0,Unprovoked,USA,Hawaii,"Kalihi, O'ahu",Catching crabs,M,,"FATAL, both arms severed  ",Y,,
5534,06-Jul-1902,1902.0,Provoked,USA,New Jersey,"Atlantic City, Atlantic County",Swimming,M,,Shark bit his left arm after he grabbed its tail PROVOKED INCIDENT,N,,
5550,Summer 1901,1901.0,Unprovoked,USA,Florida,Indian River Inlet / Fort Pierce Inlet,Bathing,M,,Abdomen bitten,N,,
5555,13-Sep-1900,1900.0,Unprovoked,USA,Rhode Island,Coddington Cove,Diving,M,,No injury,UNKNOWN,, 
5556,05-Sep-1900,1900.0,Unprovoked,USA,Hawaii,"Waikiki Beach, Oahu",Floating,M,,"Bathing suit torn & ""imprints of the shark's teeth on his body""",N,Afternoon,
5557,21-Aug-1900,1900.0,Unprovoked,USA,North Carolina,"Southport, Brunswick County",Bathing,M,,Left hand lacerated,N,Afternoon,
5559,14-Jul-1900,1900.0,Invalid,USA,Hawaii,"Makapu'u Point, O'ahu",Hunting seashells,M,,"Believed drowned. Uhlbrechts foot, and the pelvis & femur of another person recovered in gut of tiger shark shark caught on 17-Aug-1900",Unknown,,Questionable
5560,Late Jul-1900,1900.0,Provoked,USA,Connecticut,"Bridgeport, Fairfield County", ,,,"No injury to occupants. They shot shark, then it capsized their skiff. PROVOKED INCIDENT",N,,
5562,Early 1900s,1900.0,Unprovoked,USA,Hawaii,"Inter-Island Dry Dock at Kakaako Street, Honolulu, O'ahu",,M,,Severe abrasion when shark swam between his legs,N,,
5570,Reported 23-Aug-1899,1899.0,Provoked,USA,California,"Monterey Bay, Monterey County",Hunting sharks,M,,"FATAL, Drowned or crushed when harpooned shark smashed their boat PROVOKED INCIDENT",Y,,Basking shark
5571,15-Aug-1899,1899.0,Unprovoked,USA,Florida,"Trout River, Panama Park",Swimming,M,15,FATAL,Y,,3 m [10'] shark
5582,1899,1899.0,Boating,USA,Florida,St. John's River,Rowing,M,,No injury to occupants. shark bit oar,N,,
5583,Ca. 1899,1899.0,Unprovoked,USA,Florida,Near a small wreck in a channel at Indian Key,Hunting crayfish,M,,Leg bitten,N,,1.5 m [5'] shark
5585,28-Oct-1898,1898.0,Unprovoked,USA,Hawaii,Off Kohala,Jumped overboard,M,,FATAL,Y,,
5589,22-Aug-1898,1898.0,Unprovoked,USA,New York,"Prince's Bay, Staten Island",Swimming,M,,Laceration to thigh,N,Afternoon,
5598,1898,1898.0,Unprovoked,USA,South Carolina,Ramshorn Creek,Fishing (Seining),M,15,Lacerations to left hand,N,,White shark
5602,1898-1899,1898.0,Unprovoked,USA,Florida,"a creek near Jacksonville, Duval County",,M,,Lacerations,N,,
5604,1898,1898.0,Sea Disaster,USA,Hawaii,,Loss of the schooner Nomad,M,,FATAL,Y,,
5605,Reported 04-Dec-1897,1897.0,Provoked,USA,East coast,,Angling,M,,Hooked shark bit his leg PROVOKED INCIDENT,N,,
5608,17-Sep-1897,1897.0,Provoked,USA,Rhode Island,Point Judith,Fishing,M,,Lacerations to hand by netted shark PROVOKED INCIDENT,N,Late Afternoon,"13'10"" shark"
5609,06-Sep-1897,1897.0,Unprovoked,USA,South Carolina,"Elliott Cut, Charleston County",Standing,M,,Lacerations to lower leg,N,,
5613,Reported 15-Mar-1897,1897.0,Unprovoked,USA,Massachusetts,30 miles south of Lynn,Fishing,M,,FATAL,Y,,
5622,25-Jul-1896,1896.0,Unprovoked,USA,Hawaii,"Kahului, Maui",Fishing,M,35,FATAL,Y,10h30,
5623,Reported 21-Jun-1896,1896.0,Unprovoked,USA,South Carolina,Charleston,Bathing,M,,Lacerations to foot and calf,N,,
5625,1896,1896.0,Unprovoked,USA,Florida,,"Swimming ashore from a ""filibuster""",M,,FATAL,Y,,
5632,Sep-1895,1895.0,Provoked,USA,North Carolina,"Near the mouth of the Cape Fear River, Brunswick County",Fishing,,,"No injury, hooked shark rammed boat & Ruark fell on its back PROVOKED INCIDENT",N,,5' shark
5633,11-Aug-1895,1895.0,Unprovoked,USA,Rhode Island,Noyes Beach,Swimming,M,26,FATAL,Y,05h00,
5634,2-Aug-1895,1895.0,Unprovoked,USA,New Jersey,Raritan Bay,Fishing,M,,Arm bitten,N,,
5647,11-Dec-1894,1894.0,Provoked,USA,Florida,"North Beach, St. Augustine",Fishing,M,,Left leg bitten PROVOKED INCIDENT,N,,12' shark
5649,Reported 06-Oct-1894,1894.0,Unprovoked,USA,Alabama,Mobile Bay,Swimming,M,,FATAL,Y,,
5650,Reported 12-Sep-1894,1894.0,Unprovoked,USA,Virginia,Norfolk,Bathing,M,,Lacerations to leg,N,,
5652,Reported 01-Sep-1894,1894.0,Provoked,USA,Texas,Rockport,Fishing,M,,Laceration to calf  PROVOKED INCIDENT,N,,
5653,21-Aug-1894,1894.0,Unprovoked,USA,New York,"Woolsey's Point, East River",Swimming,F,,No injury,UNKNOWN,,"Shovelnose shark, 5'"
5654,01-Aug-1894,1894.0,Unprovoked,USA,Florida,"Jacksonville, Duval County",Swimming / floating on his back,M,,Lacerations to thigh,N,,
5656,29-Jun-1894,1894.0,Unprovoked,USA,Florida,Anastasia Island,Bathing,M,,"""Painfully injured"" but no details",UNKNOWN,,
5658,Reported 15-Jun-1894,1894.0,Unprovoked,USA,North Carolina,"New Bern, Craven County",Bathing ,M,,Right leg bitten,N,,
5678,Reported 16-Sep-1892,1892.0,Unprovoked,USA,Texas,Velasco,,M,,Hand bitten,N,,
5691,29-Aug-1891,1891.0,Provoked,USA,New Jersey,"Off Longport, Atlantic County",Shooting sharks ,M,,"Survived, PROVOKED INCIDENT",N,,
5692,11-Jun-1891,1891.0,Invalid,USA,Virginia,Hampton Roads,Fishing for sharks when he became entangled in net & fell overboard,M,,"Fatal, but death may have been due to drowning",Unknown,   ,Shark involvement prior to death unconfirmed
5698,Reported 17-Aug-1890,1890.0,Provoked,USA,New Jersey,"Off Normandie-by-the-Sea, Monmouth County",Fishing for bluefish,,,No injury to occupants. Hooked shark damaged boat PROVOKED INCIDENT,N,,"5'7"" shark"
5699,9-Aug-1890,1890.0,Unprovoked,USA,Connecticut,"Bridgeport, Fairfield County",Treading for clams,M,,Severe lacerations to left arm.,N,,
